AFFYMETRIX_3PRIME_IVT_ID	Name	Species
220233_at	F-box protein 17(FBXO17)	Homo sapiens
230121_at	SERTAD4 antisense RNA 1(SERTAD4-AS1)	Homo sapiens
244706_at	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1(PCMTD1)	Homo sapiens
232382_s_at	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1(PCMTD1)	Homo sapiens
226119_at	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1(PCMTD1)	Homo sapiens
235507_at	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1(PCMTD1)	Homo sapiens
238114_at	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1(PCMTD1)	Homo sapiens
215461_at	zinc and ring finger 4(ZNRF4)	Homo sapiens
243018_at	BBOX1 antisense RNA 1(BBOX1-AS1)	Homo sapiens
219987_at	endogenous retrovirus group MER34 member 1, envelope(ERVMER34-1)	Homo sapiens
228770_at	G protein-coupled receptor 146(GPR146)	Homo sapiens
1558390_at	zinc finger protein 599(ZNF599)	Homo sapiens
243747_at	zinc finger protein 599(ZNF599)	Homo sapiens
1558391_s_at	zinc finger protein 599(ZNF599)	Homo sapiens
228093_at	zinc finger protein 599(ZNF599)	Homo sapiens
242259_at	family with sequence similarity 187 member B(FAM187B)	Homo sapiens
1552288_at	cartilage intermediate layer protein 2(CILP2)	Homo sapiens
1552289_a_at	cartilage intermediate layer protein 2(CILP2)	Homo sapiens
235982_at	Fc receptor like 1(FCRL1)	Homo sapiens
243968_x_at	Fc receptor like 1(FCRL1)	Homo sapiens
215084_s_at	leucine rich repeat containing 42(LRRC42)	Homo sapiens
231093_at	Fc receptor like 3(FCRL3)	Homo sapiens
1553196_a_at	Fc receptor like 3(FCRL3)	Homo sapiens
224270_at	Ovarian cancer-related protein 1(OCR1)	Homo sapiens
235574_at	guanylate binding protein 4(GBP4)	Homo sapiens
235175_at	guanylate binding protein 4(GBP4)	Homo sapiens
229625_at	guanylate binding protein 5(GBP5)	Homo sapiens
238581_at	guanylate binding protein 5(GBP5)	Homo sapiens
1553162_x_at	proline and serine rich 3(PROSER3)	Homo sapiens
242640_at	proline and serine rich 3(PROSER3)	Homo sapiens
1557550_at	long intergenic non-protein coding RNA 906(LINC00906)	Homo sapiens
240420_at	arylacetamide deacetylase like 2(AADACL2)	Homo sapiens
214870_x_at	nuclear pore complex interacting protein family member A5(NPIPA5)	Homo sapiens
215920_s_at	nuclear pore complex interacting protein family member A5(NPIPA5)	Homo sapiens
221501_x_at	nuclear pore complex interacting protein family member A5(NPIPA5)	Homo sapiens
240377_at	nuclear pore complex interacting protein family member A5(NPIPA5)	Homo sapiens
225539_at	zinc finger and BTB domain containing 21(ZBTB21)	Homo sapiens
233952_s_at	zinc finger and BTB domain containing 21(ZBTB21)	Homo sapiens
227810_at	zinc finger protein 558(ZNF558)	Homo sapiens
215848_at	S-phase cyclin A associated protein in the ER(SCAPER)	Homo sapiens
209741_x_at	S-phase cyclin A associated protein in the ER(SCAPER)	Homo sapiens
216399_s_at	S-phase cyclin A associated protein in the ER(SCAPER)	Homo sapiens
236381_s_at	WD repeat containing, antisense to TP73(WRAP73)	Homo sapiens
236382_at	WD repeat containing, antisense to TP73(WRAP73)	Homo sapiens
219322_s_at	WD repeat containing, antisense to TP73(WRAP73)	Homo sapiens
220090_at	cornulin(CRNN)	Homo sapiens
1554812_at	claudin 20(CLDN20)	Homo sapiens
232554_at	leucine rich repeat containing 56(LRRC56)	Homo sapiens
227850_x_at	CDC42 effector protein 5(CDC42EP5)	Homo sapiens
244641_at	mitochondrial assembly of ribosomal large subunit 1(MALSU1)	Homo sapiens
226386_at	mitochondrial assembly of ribosomal large subunit 1(MALSU1)	Homo sapiens
226385_s_at	mitochondrial assembly of ribosomal large subunit 1(MALSU1)	Homo sapiens
230516_at	mitochondrial assembly of ribosomal large subunit 1(MALSU1)	Homo sapiens
242663_at	long intergenic non-protein coding RNA 662(LINC00662)	Homo sapiens
1558256_at	long intergenic non-protein coding RNA 662(LINC00662)	Homo sapiens
236653_at	long intergenic non-protein coding RNA 662(LINC00662)	Homo sapiens
232281_at	long intergenic non-protein coding RNA 662(LINC00662)	Homo sapiens
235191_at	long intergenic non-protein coding RNA 662(LINC00662)	Homo sapiens
225610_at	ubiquitin like with PHD and ring finger domains 2(UHRF2)	Homo sapiens
241826_x_at	zinc finger protein 738(ZNF738)	Homo sapiens
229700_at	zinc finger protein 738(ZNF738)	Homo sapiens
238962_at	zinc finger protein 681(ZNF681)	Homo sapiens
236672_at	zinc finger protein 681(ZNF681)	Homo sapiens
226379_s_at	chromosome 19 open reading frame 25(C19orf25)	Homo sapiens
227965_at	chromosome 19 open reading frame 25(C19orf25)	Homo sapiens
226378_s_at	chromosome 19 open reading frame 25(C19orf25)	Homo sapiens
1560467_at	progestin and adipoQ receptor family member 9(PAQR9)	Homo sapiens
1558322_a_at	progestin and adipoQ receptor family member 9(PAQR9)	Homo sapiens
1562914_a_at	long intergenic non-protein coding RNA 905(LINC00905)	Homo sapiens
215319_at	ATPase phospholipid transporting 8B3(ATP8B3)	Homo sapiens
239457_at	ATPase phospholipid transporting 8B3(ATP8B3)	Homo sapiens
1554704_at	ATPase phospholipid transporting 8B3(ATP8B3)	Homo sapiens
1555822_at	family with sequence similarity 138 member E(FAM138E)	Homo sapiens
235214_at	leucine rich adaptor protein 1(LURAP1)	Homo sapiens
232918_at	MIR4435-2 host gene(MIR4435-2HG)	Homo sapiens
1562876_s_at	MIR4435-2 host gene(MIR4435-2HG)	Homo sapiens
1556188_a_at	zinc finger protein 555(ZNF555)	Homo sapiens
239839_at	zinc finger protein 555(ZNF555)	Homo sapiens
1553286_at	zinc finger protein 555(ZNF555)	Homo sapiens
1556187_at	zinc finger protein 555(ZNF555)	Homo sapiens
232854_at	DIRAS family GTPase 1(DIRAS1)	Homo sapiens
226573_at	DIRAS family GTPase 1(DIRAS1)	Homo sapiens
1569366_a_at	zinc finger protein 569(ZNF569)	Homo sapiens
1553696_s_at	zinc finger protein 569(ZNF569)	Homo sapiens
243977_at	IL6 antisense RNA 1(IL6-AS1)	Homo sapiens
231215_at	zinc finger protein 570(ZNF570)	Homo sapiens
1552562_at	zinc finger protein 570(ZNF570)	Homo sapiens
241418_at	NmrA like redox sensor 2, pseudogene(NMRAL2P)	Homo sapiens
227445_at	zinc finger protein 689(ZNF689)	Homo sapiens
227294_at	zinc finger protein 689(ZNF689)	Homo sapiens
244227_at	synaptotagmin 6(SYT6)	Homo sapiens
1559403_at	HMGN3 antisense RNA 1(HMGN3-AS1)	Homo sapiens
1559404_a_at	HMGN3 antisense RNA 1(HMGN3-AS1)	Homo sapiens
231270_at	carbonic anhydrase 13(CA13)	Homo sapiens
235899_at	carbonic anhydrase 13(CA13)	Homo sapiens
1561332_at	ATPase 13A5(ATP13A5)	Homo sapiens
243585_at	ATPase 13A5(ATP13A5)	Homo sapiens
230910_s_at	lncRNA associated with ovarian cancer 1(LNCOC1)	Homo sapiens
231932_at	chromosome 1 open reading frame 74(C1orf74)	Homo sapiens
229933_at	chromosome 1 open reading frame 74(C1orf74)	Homo sapiens
228220_at	FCH and mu domain containing endocytic adaptor 2(FCHO2)	Homo sapiens
1555153_s_at	FCH and mu domain containing endocytic adaptor 2(FCHO2)	Homo sapiens
226125_at	SLC9A3 antisense RNA 1(SLC9A3-AS1)	Homo sapiens
227427_at	Rho guanine nucleotide exchange factor 25(ARHGEF25)	Homo sapiens
226455_at	cAMP responsive element binding protein 3 like 4(CREB3L4)	Homo sapiens
1562386_s_at	zinc finger protein 501(ZNF501)	Homo sapiens
229518_at	terminal nucleotidyltransferase 5B(TENT5B)	Homo sapiens
227263_at	chromosome 8 open reading frame 58(C8orf58)	Homo sapiens
236296_x_at	chromosome 8 open reading frame 58(C8orf58)	Homo sapiens
1553444_a_at	chromosome 1 open reading frame 127(C1orf127)	Homo sapiens
1560181_at	LDLRAD4 antisense RNA 1(LDLRAD4-AS1)	Homo sapiens
230940_at	uncharacterized LOC100288123(LOC100288123)	Homo sapiens
237254_at	solute carrier family 5 member 11(SLC5A11)	Homo sapiens
243129_at	endothelium and lymphocyte associated ASCH domain 2(EOLA2)	Homo sapiens
228809_at	endothelium and lymphocyte associated ASCH domain 2(EOLA2)	Homo sapiens
212961_x_at	endothelium and lymphocyte associated ASCH domain 2(EOLA2)	Homo sapiens
214112_s_at	endothelium and lymphocyte associated ASCH domain 2(EOLA2)	Homo sapiens
241908_at	BRO1 domain and CAAX motif containing(BROX)	Homo sapiens
239078_at	BRO1 domain and CAAX motif containing(BROX)	Homo sapiens
226128_at	BRO1 domain and CAAX motif containing(BROX)	Homo sapiens
1560477_a_at	sterile alpha motif domain containing 11(SAMD11)	Homo sapiens
1553519_at	long intergenic non-protein coding RNA 314(LINC00314)	Homo sapiens
1553832_at	long intergenic non-protein coding RNA 315(LINC00315)	Homo sapiens
242226_at	microtubule associated protein 1 light chain 3 beta pseudogene(GS1-279B7.1)	Homo sapiens
202779_s_at	ubiquitin conjugating enzyme E2 S pseudogene 1(UBE2SP1)	Homo sapiens
211050_x_at	uncharacterized LOC100288069(LOC100288069)	Homo sapiens
225934_at	MRPL20 antisense RNA 1(MRPL20-AS1)	Homo sapiens
225920_at	MRPL20 antisense RNA 1(MRPL20-AS1)	Homo sapiens
229402_at	sterile alpha motif domain containing 13(SAMD13)	Homo sapiens
1552622_s_at	RNA polymerase II subunit J2(POLR2J2)	Homo sapiens
228823_at	RNA polymerase II subunit J2(POLR2J2)	Homo sapiens
1552621_at	RNA polymerase II subunit J2(POLR2J2)	Homo sapiens
216242_x_at	RNA polymerase II subunit J2(POLR2J2)	Homo sapiens
1552892_at	TNF receptor superfamily member 13C(TNFRSF13C)	Homo sapiens
243467_at	TNF receptor superfamily member 13C(TNFRSF13C)	Homo sapiens
243780_at	TNF receptor superfamily member 13C(TNFRSF13C)	Homo sapiens
216676_x_at	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3(KIR3DL3)	Homo sapiens
228135_at	chromosome 1 open reading frame 52(C1orf52)	Homo sapiens
239038_at	chromosome 1 open reading frame 52(C1orf52)	Homo sapiens
237732_at	proline rich 9(PRR9)	Homo sapiens
1560554_a_at	OBSCN antisense RNA 1(OBSCN-AS1)	Homo sapiens
1560130_at	OBSCN antisense RNA 1(OBSCN-AS1)	Homo sapiens
1555752_at	saitohin(STH)	Homo sapiens
226992_at	nitric oxide synthase trafficking(NOSTRIN)	Homo sapiens
238188_at	IBA57 divergent transcript(IBA57-DT)	Homo sapiens
228367_at	alpha kinase 2(ALPK2)	Homo sapiens
215256_x_at	Rho GTPase activating protein 33(ARHGAP33)	Homo sapiens
233885_at	Rho GTPase activating protein 33(ARHGAP33)	Homo sapiens
213827_at	Rho GTPase activating protein 33(ARHGAP33)	Homo sapiens
244501_at	ecotropic viral integration site 5 like(EVI5L)	Homo sapiens
242534_at	ecotropic viral integration site 5 like(EVI5L)	Homo sapiens
226411_at	ecotropic viral integration site 5 like(EVI5L)	Homo sapiens
244500_s_at	ecotropic viral integration site 5 like(EVI5L)	Homo sapiens
1552995_at	interleukin 27(IL27)	Homo sapiens
229352_at	sperm equatorial segment protein 1(SPESP1)	Homo sapiens
221907_at	tRNA methyltransferase 61A(TRMT61A)	Homo sapiens
52741_at	tRNA methyltransferase 61A(TRMT61A)	Homo sapiens
1554317_s_at	tRNA methyltransferase 61A(TRMT61A)	Homo sapiens
225005_at	PHD finger protein 13(PHF13)	Homo sapiens
231328_s_at	RAS guanyl releasing protein 4(RASGRP4)	Homo sapiens
240862_at	RAS guanyl releasing protein 4(RASGRP4)	Homo sapiens
240767_x_at	VPS13A antisense RNA 1(VPS13A-AS1)	Homo sapiens
227488_at	microRNA 503(MIR503)	Homo sapiens
236840_at	chromosome 12 open reading frame 56(C12orf56)	Homo sapiens
235005_at	DIS3 like exosome 3'-5' exoribonuclease(DIS3L)	Homo sapiens
227285_at	circadian associated repressor of transcription(CIART)	Homo sapiens
230953_at	DnaJ heat shock protein family (Hsp40) member B3 pseudogene(LOC100286922)	Homo sapiens
1552693_at	ADP ribosylation factor like GTPase 11(ARL11)	Homo sapiens
1552691_at	ADP ribosylation factor like GTPase 11(ARL11)	Homo sapiens
234980_at	TLC domain containing 4(TLCD4)	Homo sapiens
237515_at	TLC domain containing 4(TLCD4)	Homo sapiens
240115_at	PPM1F antisense RNA 1(PPM1F-AS1)	Homo sapiens
1562251_a_at	uncharacterized LOC574538(LOC574538)	Homo sapiens
1553910_at	NBPF member 4(NBPF4)	Homo sapiens
231531_at	FANCD2 opposite strand(FANCD2OS)	Homo sapiens
1552540_s_at	IQ motif containing D(IQCD)	Homo sapiens
242392_at	ubiquitin conjugating enzyme E2 U(UBE2U)	Homo sapiens
244432_at	ubiquitin conjugating enzyme E2 U(UBE2U)	Homo sapiens
1553776_at	ubiquitin conjugating enzyme E2 U(UBE2U)	Homo sapiens
213279_at	dehydrogenase/reductase 1(DHRS1)	Homo sapiens
243514_at	WD repeat and FYVE domain containing 2(WDFY2)	Homo sapiens
1560112_at	WD repeat and FYVE domain containing 2(WDFY2)	Homo sapiens
228159_at	WD repeat and FYVE domain containing 2(WDFY2)	Homo sapiens
227490_at	WD repeat and FYVE domain containing 2(WDFY2)	Homo sapiens
229300_at	RAB3C, member RAS oncogene family(RAB3C)	Homo sapiens
241977_s_at	RAB3C, member RAS oncogene family(RAB3C)	Homo sapiens
244170_at	RAB3C, member RAS oncogene family(RAB3C)	Homo sapiens
242328_at	RAB3C, member RAS oncogene family(RAB3C)	Homo sapiens
237434_x_at	Myb/SANT DNA binding domain containing 1(MSANTD1)	Homo sapiens
244542_at	BCDIN3D antisense RNA 1(BCDIN3D-AS1)	Homo sapiens
244543_s_at	BCDIN3D antisense RNA 1(BCDIN3D-AS1)	Homo sapiens
1553755_at	nucleoredoxin like 1(NXNL1)	Homo sapiens
231520_at	solute carrier family 35 member F3(SLC35F3)	Homo sapiens
229065_at	solute carrier family 35 member F3(SLC35F3)	Homo sapiens
1553741_at	ICMT divergent transcript(ICMT-DT)	Homo sapiens
225681_at	collagen triple helix repeat containing 1(CTHRC1)	Homo sapiens
232430_at	uncharacterized LOC148696(LOC148696)	Homo sapiens
214067_at	TSR3 ribosome maturation factor(TSR3)	Homo sapiens
213105_s_at	TSR3 ribosome maturation factor(TSR3)	Homo sapiens
213104_at	TSR3 ribosome maturation factor(TSR3)	Homo sapiens
221993_s_at	TSR3 ribosome maturation factor(TSR3)	Homo sapiens
1558577_at	actin gamma 1 pseudogene 25(ACTG1P25)	Homo sapiens
230807_at	outer dynein arm docking complex subunit 3(ODAD3)	Homo sapiens
244085_at	zinc finger protein 653(ZNF653)	Homo sapiens
228864_at	zinc finger protein 653(ZNF653)	Homo sapiens
228621_at	hemojuvelin BMP co-receptor(HJV)	Homo sapiens
231118_at	ankyrin repeat domain 35(ANKRD35)	Homo sapiens
222095_s_at	family with sequence similarity 163 member A(FAM163A)	Homo sapiens
231267_at	family with sequence similarity 163 member A(FAM163A)	Homo sapiens
209353_s_at	family with sequence similarity 163 member A(FAM163A)	Homo sapiens
1557060_at	ovarian adenocarcinoma amplified long non-coding RNA(OVAAL)	Homo sapiens
227726_at	ring finger protein 166(RNF166)	Homo sapiens
223342_at	ribonucleotide reductase regulatory TP53 inducible subunit M2B(RRM2B)	Homo sapiens
218452_at	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1(SMARCAL1)	Homo sapiens
213524_s_at	G0/G1 switch 2(G0S2)	Homo sapiens
220780_at	phospholipase A2 group III(PLA2G3)	Homo sapiens
226233_at	beta-1,3-N-acetylgalactosaminyltransferase 2(B3GALNT2)	Homo sapiens
1562391_at	beta-1,3-N-acetylgalactosaminyltransferase 2(B3GALNT2)	Homo sapiens
1553691_at	beta-1,3-N-acetylgalactosaminyltransferase 2(B3GALNT2)	Homo sapiens
1561714_a_at	beta-1,3-N-acetylgalactosaminyltransferase 2(B3GALNT2)	Homo sapiens
209241_x_at	misshapen like kinase 1(MINK1)	Homo sapiens
214246_x_at	misshapen like kinase 1(MINK1)	Homo sapiens
215909_x_at	misshapen like kinase 1(MINK1)	Homo sapiens
214625_s_at	misshapen like kinase 1(MINK1)	Homo sapiens
220428_at	CD207 molecule(CD207)	Homo sapiens
226456_at	RecQ mediated genome instability 2(RMI2)	Homo sapiens
213568_at	odd-skipped related transciption factor 2(OSR2)	Homo sapiens
239929_at	peptidase M20 domain containing 1(PM20D1)	Homo sapiens
219727_at	dual oxidase 2(DUOX2)	Homo sapiens
239304_at	major facilitator superfamily domain containing 4A(MFSD4A)	Homo sapiens
229254_at	major facilitator superfamily domain containing 4A(MFSD4A)	Homo sapiens
242372_s_at	major facilitator superfamily domain containing 4A(MFSD4A)	Homo sapiens
238862_at	major facilitator superfamily domain containing 4A(MFSD4A)	Homo sapiens
219773_at	NADPH oxidase 4(NOX4)	Homo sapiens
236843_at	NADPH oxidase 4(NOX4)	Homo sapiens
221089_at	NADPH oxidase 3(NOX3)	Homo sapiens
52255_s_at	collagen type V alpha 3 chain(COL5A3)	Homo sapiens
218975_at	collagen type V alpha 3 chain(COL5A3)	Homo sapiens
241861_at	synaptonemal complex protein 3(SYCP3)	Homo sapiens
1553599_a_at	synaptonemal complex protein 3(SYCP3)	Homo sapiens
219152_at	podocalyxin like 2(PODXL2)	Homo sapiens
220781_at	deleted in esophageal cancer 1(DELEC1)	Homo sapiens
238623_at	MAP3K4 antisense RNA 1(MAP3K4-AS1)	Homo sapiens
226372_at	carbohydrate sulfotransferase 11(CHST11)	Homo sapiens
219634_at	carbohydrate sulfotransferase 11(CHST11)	Homo sapiens
226368_at	carbohydrate sulfotransferase 11(CHST11)	Homo sapiens
1554307_at	germinal center associated signaling and motility like(GCSAML)	Homo sapiens
1552908_at	germinal center associated signaling and motility like(GCSAML)	Homo sapiens
232452_at	GCSAML antisense RNA 1(GCSAML-AS1)	Homo sapiens
238506_at	leucine rich repeat containing 58(LRRC58)	Homo sapiens
225479_at	leucine rich repeat containing 58(LRRC58)	Homo sapiens
226321_at	LysM domain containing 3(LYSMD3)	Homo sapiens
228439_at	basic leucine zipper ATF-like transcription factor 2(BATF2)	Homo sapiens
230421_at	zinc finger protein 879(ZNF879)	Homo sapiens
237799_at	solute carrier family 22 member 12(SLC22A12)	Homo sapiens
1552674_at	disrupted in renal carcinoma 1(DIRC1)	Homo sapiens
234942_s_at	deoxynucleotidyltransferase terminal interacting protein 1(DNTTIP1)	Homo sapiens
224825_at	deoxynucleotidyltransferase terminal interacting protein 1(DNTTIP1)	Homo sapiens
226601_at	solute carrier family 30 member 7(SLC30A7)	Homo sapiens
226217_at	solute carrier family 30 member 7(SLC30A7)	Homo sapiens
239596_at	solute carrier family 30 member 7(SLC30A7)	Homo sapiens
1552948_at	coiled-coil domain containing 27(CCDC27)	Homo sapiens
229763_at	forkhead box P4(FOXP4)	Homo sapiens
227120_at	forkhead box P4(FOXP4)	Homo sapiens
228229_at	zinc finger protein 526(ZNF526)	Homo sapiens
1553924_at	flavin containing dimethylaniline monoxygenase 9, pseudogene(FMO9P)	Homo sapiens
229086_at	ZNF436 antisense RNA 1(ZNF436-AS1)	Homo sapiens
229085_at	leucine rich repeat containing 3B(LRRC3B)	Homo sapiens
208784_s_at	kelch domain containing 3(KLHDC3)	Homo sapiens
214383_x_at	kelch domain containing 3(KLHDC3)	Homo sapiens
224071_at	interleukin 20(IL20)	Homo sapiens
235071_at	dynein axonemal assembly factor 10(DNAAF10)	Homo sapiens
200088_x_at	ribosomal protein L12 pseudogene 4(RPL12P4)	Homo sapiens
220422_at	ubiquilin 3(UBQLN3)	Homo sapiens
224693_at	family with sequence similarity 210 member B(FAM210B)	Homo sapiens
224690_at	family with sequence similarity 210 member B(FAM210B)	Homo sapiens
229451_at	polypeptide N-acetylgalactosaminyltransferase 9(GALNT9)	Homo sapiens
225071_at	NUS1 dehydrodolichyl diphosphate synthase subunit(NUS1)	Homo sapiens
225070_at	NUS1 dehydrodolichyl diphosphate synthase subunit(NUS1)	Homo sapiens
219971_at	interleukin 21 receptor(IL21R)	Homo sapiens
221658_s_at	interleukin 21 receptor(IL21R)	Homo sapiens
237753_at	interleukin 21 receptor(IL21R)	Homo sapiens
222974_at	interleukin 22(IL22)	Homo sapiens
221165_s_at	interleukin 22(IL22)	Homo sapiens
220197_at	ATPase H+ transporting V0 subunit a4(ATP6V0A4)	Homo sapiens
209898_x_at	intersectin 2(ITSN2)	Homo sapiens
209907_s_at	intersectin 2(ITSN2)	Homo sapiens
210545_at	intersectin 2(ITSN2)	Homo sapiens
227949_at	phosphatase and actin regulator 3(PHACTR3)	Homo sapiens
226659_at	DEF6 guanine nucleotide exchange factor(DEF6)	Homo sapiens
221293_s_at	DEF6 guanine nucleotide exchange factor(DEF6)	Homo sapiens
228665_at	cysteine and tyrosine rich 1(CYYR1)	Homo sapiens
235044_at	cysteine and tyrosine rich 1(CYYR1)	Homo sapiens
1564044_at	kinocilin(KNCN)	Homo sapiens
220275_at	CUB and zona pellucida like domains 1(CUZD1)	Homo sapiens
213681_at	zinc finger TRAF-type containing 1(ZFTRAF1)	Homo sapiens
229945_at	zinc finger TRAF-type containing 1(ZFTRAF1)	Homo sapiens
223421_at	zinc finger TRAF-type containing 1(ZFTRAF1)	Homo sapiens
213072_at	zinc finger TRAF-type containing 1(ZFTRAF1)	Homo sapiens
221254_s_at	PITPNM family member 3(PITPNM3)	Homo sapiens
230076_at	PITPNM family member 3(PITPNM3)	Homo sapiens
217099_s_at	gem nuclear organelle associated protein 4(GEMIN4)	Homo sapiens
205527_s_at	gem nuclear organelle associated protein 4(GEMIN4)	Homo sapiens
227066_at	MOB kinase activator 3C(MOB3C)	Homo sapiens
243052_at	MOB kinase activator 3C(MOB3C)	Homo sapiens
234513_at	ELOVL fatty acid elongase 3(ELOVL3)	Homo sapiens
219896_at	calcyon neuron specific vesicular protein(CALY)	Homo sapiens
1563181_a_at	calcyon neuron specific vesicular protein(CALY)	Homo sapiens
230942_at	CKLF like MARVEL transmembrane domain containing 5(CMTM5)	Homo sapiens
241918_at	anoctamin 7(ANO7)	Homo sapiens
230081_at	phosphatidylinositol specific phospholipase C X domain containing 3(PLCXD3)	Homo sapiens
239270_at	phosphatidylinositol specific phospholipase C X domain containing 3(PLCXD3)	Homo sapiens
223309_x_at	patatin like phospholipase domain containing 8(PNPLA8)	Homo sapiens
223310_x_at	patatin like phospholipase domain containing 8(PNPLA8)	Homo sapiens
223982_s_at	patatin like phospholipase domain containing 8(PNPLA8)	Homo sapiens
237288_at	transglutaminase 7(TGM7)	Homo sapiens
224401_s_at	Fc receptor like 4(FCRL4)	Homo sapiens
224402_s_at	Fc receptor like 4(FCRL4)	Homo sapiens
224403_at	Fc receptor like 4(FCRL4)	Homo sapiens
224405_at	Fc receptor like 5(FCRL5)	Homo sapiens
231647_s_at	Fc receptor like 5(FCRL5)	Homo sapiens
224406_s_at	Fc receptor like 5(FCRL5)	Homo sapiens
1555799_at	Fc receptor like 5(FCRL5)	Homo sapiens
224404_s_at	Fc receptor like 5(FCRL5)	Homo sapiens
205109_s_at	Rho guanine nucleotide exchange factor 4(ARHGEF4)	Homo sapiens
216912_at	Rho guanine nucleotide exchange factor 4(ARHGEF4)	Homo sapiens
211891_s_at	Rho guanine nucleotide exchange factor 4(ARHGEF4)	Homo sapiens
218501_at	Rho guanine nucleotide exchange factor 3(ARHGEF3)	Homo sapiens
230458_at	solute carrier family 45 member 1(SLC45A1)	Homo sapiens
232575_at	prostate cancer associated 3(PCA3)	Homo sapiens
232572_at	prostate cancer associated 3(PCA3)	Homo sapiens
221016_s_at	transcription factor 7 like 1(TCF7L1)	Homo sapiens
224455_s_at	ADP dependent glucokinase(ADPGK)	Homo sapiens
220980_s_at	ADP dependent glucokinase(ADPGK)	Homo sapiens
244128_x_at	GLIS family zinc finger 1(GLIS1)	Homo sapiens
221263_s_at	splicing factor 3b subunit 5(SF3B5)	Homo sapiens
207965_at	neurogenin 3(NEUROG3)	Homo sapiens
221269_s_at	SH3 domain binding glutamate rich protein like 3(SH3BGRL3)	Homo sapiens
221252_s_at	germ cell associated 1(GSG1)	Homo sapiens
222093_s_at	INO80 complex subunit B(INO80B)	Homo sapiens
221037_s_at	solute carrier family 25 member 31(SLC25A31)	Homo sapiens
221167_s_at	coiled-coil domain containing 70(CCDC70)	Homo sapiens
221022_s_at	polyamine modulated factor 1 binding protein 1(PMFBP1)	Homo sapiens
243644_at	pseudouridine synthase 7 like(PUS7L)	Homo sapiens
1558250_s_at	pseudouridine synthase 7 like(PUS7L)	Homo sapiens
221025_x_at	pseudouridine synthase 7 like(PUS7L)	Homo sapiens
238565_at	pseudouridine synthase 7 like(PUS7L)	Homo sapiens
229751_s_at	pseudouridine synthase 7 like(PUS7L)	Homo sapiens
1552800_at	abhydrolase domain containing 11(ABHD11)	Homo sapiens
1552470_a_at	abhydrolase domain containing 11(ABHD11)	Homo sapiens
221927_s_at	abhydrolase domain containing 11(ABHD11)	Homo sapiens
208140_s_at	dynein regulatory complex subunit 3(DRC3)	Homo sapiens
1554584_at	dynein regulatory complex subunit 3(DRC3)	Homo sapiens
221014_s_at	RAB33B, member RAS oncogene family(RAB33B)	Homo sapiens
235736_at	small lysine rich protein 1(SMKR1)	Homo sapiens
227477_at	zinc finger MYND-type containing 19(ZMYND19)	Homo sapiens
235424_at	PP2A Aalpha (PPP2R1A) and B55A (PPP2R2A) interacting phosphatase regulator 1(PABIR1)	Homo sapiens
235043_at	PP2A Aalpha (PPP2R1A) and B55A (PPP2R2A) interacting phosphatase regulator 1(PABIR1)	Homo sapiens
226443_at	PP2A Aalpha (PPP2R1A) and B55A (PPP2R2A) interacting phosphatase regulator 1(PABIR1)	Homo sapiens
221436_s_at	cell division cycle associated 3(CDCA3)	Homo sapiens
223307_at	cell division cycle associated 3(CDCA3)	Homo sapiens
221255_s_at	ER membrane protein complex subunit 6(EMC6)	Homo sapiens
224820_at	cytochrome c oxidase assembly factor COX20(COX20)	Homo sapiens
206848_at	cytochrome c oxidase assembly factor COX20(COX20)	Homo sapiens
224824_at	cytochrome c oxidase assembly factor COX20(COX20)	Homo sapiens
221250_s_at	MAX dimerization protein 3(MXD3)	Homo sapiens
221036_s_at	aph-1 homolog B, gamma-secretase subunit(APH1B)	Homo sapiens
226358_at	aph-1 homolog B, gamma-secretase subunit(APH1B)	Homo sapiens
220683_at	retinol dehydrogenase 8(RDH8)	Homo sapiens
221447_s_at	glycosyltransferase 8 domain containing 2(GLT8D2)	Homo sapiens
227070_at	glycosyltransferase 8 domain containing 2(GLT8D2)	Homo sapiens
226796_at	abhydrolase domain containing 15(ABHD15)	Homo sapiens
1563335_at	immunity related GTPase M(IRGM)	Homo sapiens
227804_at	TLC domain containing 1(TLCD1)	Homo sapiens
233644_at	katanin catalytic subunit A1 like 2(KATNAL2)	Homo sapiens
1554234_at	katanin catalytic subunit A1 like 2(KATNAL2)	Homo sapiens
213949_s_at	deoxyhypusine hydroxylase(DOHH)	Homo sapiens
208141_s_at	deoxyhypusine hydroxylase(DOHH)	Homo sapiens
228385_at	DEAD-box helicase 59(DDX59)	Homo sapiens
228386_s_at	DEAD-box helicase 59(DDX59)	Homo sapiens
223662_x_at	DEAD-box helicase 59(DDX59)	Homo sapiens
221030_s_at	Rho GTPase activating protein 24(ARHGAP24)	Homo sapiens
230803_s_at	Rho GTPase activating protein 24(ARHGAP24)	Homo sapiens
223422_s_at	Rho GTPase activating protein 24(ARHGAP24)	Homo sapiens
230802_at	Rho GTPase activating protein 24(ARHGAP24)	Homo sapiens
